"recpt_dt","count","item_id"
"2016-10-08 17:15:00",1,24
"2016-10-09 10:25:00",1,24
"2016-10-09 10:55:00",1,24
"2016-10-09 15:06:00",1,24
"2016-10-09 16:54:00",1,24
"2016-10-09 17:01:00",1,24
"2016-10-09 18:01:00",1,24
"2016-10-10 10:15:00",5,24
"2016-10-10 14:59:00",2,24
"2016-10-11 09:39:00",1,24
"2016-10-11 17:52:00",2,24
"2016-10-11 19:43:00",2,24
"2016-10-12 12:02:00",1,24
"2016-10-12 13:54:00",2,24
"2016-10-12 14:32:00",1,24
"2016-10-12 14:52:00",1,24
"2016-10-13 11:49:00",2,24
"2016-10-13 16:36:00",1,24
"2016-10-13 18:06:00",2,24
"2016-10-13 18:59:00",1,24
"2016-10-14 13:25:00",3,24
"2016-10-14 17:20:00",1,24
"2016-10-14 18:17:00",1,24
"2016-10-15 13:10:00",1,24
"2016-10-15 13:27:00",1,24
"2016-10-15 14:44:00",2,24
"2016-10-15 16:04:00",1,24
"2016-10-15 16:51:00",4,24
"2016-10-15 18:25:00",6,24
"2016-10-15 18:30:00",2,24
"2016-10-16 11:10:00",4,24
"2016-10-16 11:31:00",3,24
"2016-10-16 16:21:00",1,24
"2016-10-16 18:18:00",1,24
"2016-10-16 20:01:00",1,24
"2016-10-17 10:58:00",1,24
"2016-10-17 16:55:00",1,24
"2016-10-17 19:51:00",1,24
"2016-10-18 17:48:00",2,24
"2016-10-18 17:46:00",1,24
"2016-10-19 13:52:00",1,24
"2016-10-19 18:24:00",4,24
"2016-10-20 14:22:00",2,24
"2016-10-20 17:59:00",1,24
"2016-10-20 19:27:00",2,24
"2016-10-20 20:45:00",1,24
"2016-10-21 11:45:00",1,24
"2016-10-21 12:25:00",1,24
"2016-10-21 20:27:00",3,24
"2016-10-22 12:23:00",2,24
"2016-10-22 12:44:00",1,24
"2016-10-22 13:38:00",1,24
"2016-10-22 15:18:00",2,24
"2016-10-22 15:50:00",2,24
"2016-10-22 20:59:00",2,24
"2016-10-23 13:06:00",4,24
"2016-10-23 13:50:00",1,24
"2016-10-23 18:19:00",1,24
"2016-10-23 18:42:00",1,24
"2016-10-23 21:12:00",3,24
"2016-10-23 21:23:00",1,24
"2016-10-23 21:27:00",1,24
"2016-10-24 15:40:00",4,24
"2016-10-24 10:47:00",1,24
"2016-10-24 11:13:00",1,24
"2016-10-24 14:14:00",2,24
"2016-10-24 17:36:00",1,24
"2016-10-24 18:44:00",2,24
"2016-10-24 20:48:00",1,24
"2016-10-24 21:39:00",1,24
"2016-10-25 14:57:00",2,24
"2016-10-25 17:26:00",1,24
"2016-10-25 19:07:00",1,24
"2016-10-25 19:30:00",1,24
"2016-10-25 21:46:00",5,24
"2016-10-26 19:46:00",1,24
"2016-10-26 20:00:00",2,24
"2016-10-26 21:10:00",2,24
"2016-10-26 21:24:00",1,24
"2016-10-27 10:45:00",4,24
"2016-10-27 11:45:00",2,24
"2016-10-27 12:43:00",2,24
"2016-10-27 13:21:00",1,24
"2016-10-27 14:03:00",1,24
"2016-10-27 14:17:00",1,24
"2016-10-27 15:38:00",3,24
"2016-10-27 15:43:00",2,24
"2016-10-27 18:28:00",1,24
"2016-10-27 19:09:00",5,24
"2016-10-27 20:44:00",2,24
"2016-10-28 13:50:00",3,24
"2016-10-28 17:45:00",2,24
"2016-10-28 20:32:00",1,24
"2016-10-29 13:47:00",2,24
"2016-10-29 15:14:00",1,24
"2016-10-29 15:17:00",1,24
"2016-10-29 15:35:00",10,24
"2016-10-29 15:42:00",1,24
"2016-10-29 17:05:00",1,24
"2016-10-29 18:17:00",3,24
"2016-10-29 19:47:00",2,24
"2016-10-29 21:29:00",1,24
"2016-10-30 09:21:00",3,24
"2016-10-30 10:55:00",3,24
"2016-10-30 13:00:00",1,24
"2016-10-30 15:14:00",2,24
"2016-10-30 15:49:00",2,24
"2016-10-30 16:13:00",2,24
"2016-10-30 17:47:00",3,24
"2016-10-30 18:56:00",5,24
"2016-10-30 19:05:00",1,24
"2016-10-30 19:07:00",3,24
"2016-10-31 11:51:00",3,24
"2016-10-31 11:57:00",1,24
"2016-10-31 12:50:00",5,24
"2016-10-31 15:21:00",1,24
"2016-10-31 16:16:00",5,24
"2016-10-31 19:11:00",1,24
"2016-10-31 19:53:00",3,24
"2016-10-31 20:09:00",1,24
"2016-10-31 20:56:00",1,24
"2016-10-31 21:12:00",3,24
"2016-10-31 21:43:00",1,24
"2016-10-08 11:56:00",1,24
"2016-10-08 15:03:00",6,24
"2016-10-08 15:47:00",1,24
"2016-10-08 19:10:00",1,24
"2016-10-08 19:49:00",3,24
"2016-10-08 20:35:00",1,24
"2016-10-08 20:53:00",2,24
"2016-10-09 14:44:00",1,24
"2016-10-09 15:00:00",1,24
"2016-10-09 17:57:00",2,24
"2016-10-09 18:30:00",2,24
"2016-10-09 20:42:00",1,24
"2016-10-10 13:03:00",1,24
"2016-10-10 19:01:00",1,24
"2016-10-11 18:43:00",1,24
"2016-10-11 21:06:00",1,24
"2016-10-12 12:37:00",1,24
"2016-10-12 13:37:00",3,24
"2016-10-12 13:48:00",1,24
"2016-10-13 10:24:00",1,24
"2016-10-13 10:43:00",1,24
"2016-10-13 19:53:00",2,24
"2016-10-13 20:52:00",1,24
"2016-10-14 10:21:00",1,24
"2016-10-14 15:38:00",1,24
"2016-10-14 19:23:00",1,24
"2016-10-14 21:30:00",1,24
"2016-10-15 12:04:00",3,24
"2016-10-15 15:45:00",1,24
"2016-10-16 11:03:00",2,24
"2016-10-16 13:31:00",1,24
"2016-10-16 14:34:00",1,24
"2016-10-16 18:01:00",1,24
"2016-10-16 20:54:00",1,24
"2016-10-17 16:58:00",2,24
"2016-10-17 20:27:00",1,24
"2016-10-17 20:51:00",1,24
"2016-10-18 15:02:00",1,24
"2016-10-18 17:50:00",1,24
"2016-10-18 18:18:00",1,24
"2016-10-20 10:22:00",1,24
"2016-10-20 18:41:00",1,24
"2016-10-21 08:47:00",1,24
"2016-10-21 09:33:00",2,24
"2016-10-21 10:45:00",2,24
"2016-10-21 13:16:00",6,24
"2016-10-21 13:18:00",2,24
"2016-10-22 12:01:00",1,24
"2016-10-22 12:49:00",1,24
"2016-10-22 13:52:00",4,24
"2016-10-22 20:32:00",3,24
"2016-10-23 10:18:00",3,24
"2016-10-23 14:29:00",1,24
"2016-10-23 20:49:00",1,24
"2016-10-24 11:22:00",1,24
"2016-10-24 12:00:00",1,24
"2016-10-24 20:15:00",1,24
"2016-10-24 21:02:00",1,24
"2016-10-25 09:04:00",2,24
"2016-10-25 09:07:00",1,24
"2016-10-25 19:30:00",2,24
"2016-10-25 21:25:00",1,24
"2016-10-26 09:34:00",1,24
"2016-10-26 19:11:00",4,24
"2016-10-26 21:28:00",1,24
"2016-10-26 21:32:00",1,24
"2016-10-27 13:00:00",2,24
"2016-10-27 16:04:00",4,24
"2016-10-27 21:39:00",3,24
"2016-10-28 11:13:00",1,24
"2016-10-28 14:23:00",2,24
"2016-10-28 17:03:00",2,24
"2016-10-28 17:05:00",1,24
"2016-10-28 18:17:00",1,24
"2016-10-28 19:23:00",1,24
"2016-10-29 10:30:00",1,24
"2016-10-29 11:12:00",1,24
"2016-10-29 12:14:00",3,24
"2016-10-29 12:33:00",2,24
"2016-10-29 18:41:00",4,24
"2016-10-30 11:48:00",8,24
"2016-10-30 12:38:00",2,24
"2016-10-30 16:09:00",1,24
"2016-10-30 16:31:00",2,24
"2016-10-31 17:26:00",1,24
"2016-10-31 18:29:00",1,24
"2016-10-31 18:34:00",2,24
"2016-10-31 20:04:00",1,24
"2016-10-07 21:20:00",2,24
"2016-10-08 11:30:00",1,24
"2016-10-09 10:14:00",6,24
"2016-10-09 13:48:00",1,24
"2016-10-10 14:31:00",3,24
"2016-10-10 16:23:00",2,24
"2016-10-11 12:39:00",1,24
"2016-10-11 18:18:00",1,24
"2016-10-13 17:26:00",1,24
"2016-10-13 19:36:00",1,24
"2016-10-14 19:28:00",1,24
"2016-10-15 12:35:00",1,24
"2016-10-15 15:57:00",1,24
"2016-10-16 10:45:00",1,24
"2016-10-16 15:28:00",1,24
"2016-10-17 15:55:00",2,24
"2016-10-17 21:32:00",1,24
"2016-10-18 11:35:00",1,24
"2016-10-20 12:28:00",1,24
"2016-10-21 18:12:00",1,24
"2016-10-22 11:26:00",1,24
"2016-10-22 11:32:00",2,24
"2016-10-22 13:28:00",1,24
"2016-10-22 16:04:00",3,24
"2016-10-23 12:48:00",1,24
"2016-10-24 21:18:00",2,24
"2016-10-26 14:07:00",1,24
"2016-10-27 16:08:00",2,24
"2016-10-27 19:35:00",5,24
"2016-10-27 20:27:00",1,24
"2016-10-27 20:56:00",1,24
"2016-10-28 19:27:00",1,24
"2016-10-28 21:07:00",1,24
"2016-10-29 11:45:00",1,24
"2016-10-29 16:04:00",3,24
"2016-10-29 20:13:00",1,24
"2016-10-30 15:43:00",1,24
"2016-10-30 19:04:00",1,24
"2016-10-30 19:49:00",4,24
"2016-11-01 13:39:00",3,24
"2016-11-01 16:37:00",1,24
"2016-11-01 18:15:00",1,24
"2016-11-01 20:47:00",3,24
"2016-11-01 21:43:00",1,24
"2016-11-01 21:53:00",2,24
"2016-11-02 12:11:00",1,24
"2016-11-02 19:33:00",1,24
"2016-11-03 15:22:00",3,24
"2016-11-03 16:12:00",2,24
"2016-11-03 20:27:00",1,24
"2016-11-03 20:32:00",1,24
"2016-11-03 21:11:00",1,24
"2016-11-03 21:39:00",5,24
"2016-11-04 13:53:00",1,24
"2016-11-04 17:03:00",1,24
"2016-11-04 21:17:00",1,24
"2016-11-04 21:18:00",1,24
"2016-11-04 21:43:00",1,24
"2016-11-05 17:24:00",1,24
"2016-11-05 12:09:00",1,24
"2016-11-05 14:49:00",1,24
"2016-11-05 15:56:00",1,24
"2016-11-05 21:18:00",1,24
"2016-11-06 12:26:00",1,24
"2016-11-06 11:11:00",1,24
"2016-11-06 13:43:00",1,24
"2016-11-06 14:41:00",1,24
"2016-11-06 18:39:00",1,24
"2016-11-06 18:48:00",1,24
"2016-11-06 19:00:00",1,24
"2016-11-06 21:33:00",1,24
"2016-11-07 12:13:00",1,24
"2016-11-07 14:43:00",1,24
"2016-11-07 18:32:00",1,24
"2016-11-07 19:46:00",1,24
"2016-11-08 15:12:00",1,24
"2016-11-08 20:46:00",1,24
"2016-11-08 21:10:00",1,24
"2016-11-08 21:14:00",3,24
"2016-11-09 10:16:00",2,24
"2016-11-09 20:55:00",1,24
"2016-11-10 20:55:00",0,24
"2016-11-11 13:55:00",1,24
